Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,WLD,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7975235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68141937,82.62509155,84.92228699,81.14800262,80.69690704,80.40733337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.41316223,91.67929077,91.94541931,91.63761139,91.70053864,93.8843689,86.84481812,88.59079742,88.13573765553004,87.68301537300256
Algeria,DZA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.76538849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,AND,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.63365173,95.625801085,97.61795044,97.96737671,98.31680298,98.82409668,99.120880125,99.41766357,98.90917969,98.66561127,99.18147278,99.2702179,99.4593811,99.24268341,99.06735483666668,98.89202626333334,98.71669769
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65036774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.14909363,95.96262359857144,95.77615356714286,95.58968353571429,95.40321350428572,95.21674347285716,95.03027344142858,94.84380341,94.65860569893088,94.47376961604358,94.2892944552012,94.10517951164564,93.92142408199501,93.7380274642408,93.55498895774538,93.37230786323916,93.18998348281801,93.00801511994057,92.82640207942559,92.64514366744925,92.46423919154257
Argentina,ARG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.34345245,96.40743509666667,97.47141774333332,98.53540039,99.06062317,99.18782043,99.15782166,98.33563614,97.51345062,96.79376221,96.14724731,96.04966736,95.78050232,95.42802048,95.07553864,94.14614105,93.02700806,89.2270813,89.19338226,89.09375763,97.4406662,98.22975922,98.14528656,95.900177,97.12378395560353
Armenia,ARM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95476913,77.35108185,73.96835327,100.0,90.70323181,87.58867645,88.65771738666666,89.72675832333333,90.79579926,95.37117004,92.0447464
